age,job,education,balance,contact,deposit
40,technician,tertiary,2863.57,cellular,yes
73,technician,tertiary,1306.97,cellular,yes
23,services,secondary,1171.21,cellular,no
67,services,tertiary,3241.06,cellular,yes
54,self-employed,secondary,2105.21,unknown,no
81,blue-collar,secondary,1554.58,cellular,yes
71,blue-collar,tertiary,1329.91,cellular,no
89,technician,tertiary,4021.66,cellular,no
66,housemaid,secondary,3237.43,cellular,yes
28,blue-collar,secondary,1694.84,cellular,no
66,technician,tertiary,3310.53,cellular,yes
38,entrepreneur,tertiary,306.66,cellular,no
83,technician,secondary,3476.72,cellular,yes
80,admin.,secondary,4889.95,cellular,no
45,blue-collar,primary,2266.91,unknown,yes
34,blue-collar,tertiary,913.64,cellular,yes
23,admin.,unknown,1732.01,unknown,yes
36,services,secondary,549.48,cellular,yes
73,student,secondary,1781.5,cellular,yes
45,blue-collar,secondary,333.7,cellular,no
83,blue-collar,tertiary,1532.35,cellular,no
55,technician,secondary,1566.61,unknown,yes
54,admin.,secondary,1172.49,cellular,no
85,technician,secondary,1535.75,cellular,yes
66,technician,tertiary,671.92,cellular,no
60,technician,secondary,1216.75,cellular,yes
53,technician,tertiary,1148.83,cellular,no
75,management,primary,668.63,unknown,no
30,services,tertiary,2537.75,cellular,no
69,blue-collar,secondary,1997.04,cellular,no
75,technician,unknown,514.08,unknown,no
49,management,secondary,135.07,unknown,no
77,admin.,secondary,106.57,cellular,no
75,management,unknown,1670.77,cellular,no
73,admin.,secondary,474.91,unknown,no
45,student,tertiary,1001.7,unknown,yes
18,blue-collar,secondary,788.09,cellular,no
59,management,tertiary,5106.75,cellular,no
65,admin.,tertiary,2006.52,telephone,no
57,management,secondary,3397.88,cellular,yes
80,blue-collar,tertiary,1182.24,unknown,yes
93,technician,tertiary,3641.39,cellular,yes
89,management,secondary,16.55,unknown,no
21,blue-collar,secondary,5842.03,cellular,yes
55,blue-collar,secondary,1064.66,cellular,no
44,blue-collar,primary,1929.24,cellular,yes
26,entrepreneur,tertiary,807.6,cellular,no
33,self-employed,primary,2148.55,unknown,no
73,management,secondary,827.69,unknown,no
93,management,secondary,2838.68,cellular,yes
48,blue-collar,secondary,8221.61,cellular,no
31,blue-collar,secondary,1337.49,cellular,yes
42,student,tertiary,1439.2,cellular,no
51,admin.,unknown,1400.49,cellular,no
84,services,secondary,2930.15,cellular,yes
41,services,unknown,5184.03,cellular,yes
90,technician,secondary,2097.13,telephone,yes
43,technician,primary,2449.93,cellular,yes
37,blue-collar,secondary,882.93,cellular,no
81,admin.,primary,3801.77,unknown,no
27,blue-collar,secondary,1794.91,cellular,no
84,blue-collar,primary,1806.83,cellular,yes
41,technician,secondary,346.85,cellular,no
22,technician,secondary,2118.61,cellular,no
84,retired,secondary,1979.89,cellular,no
75,blue-collar,secondary,2246.83,cellular,yes
44,entrepreneur,tertiary,712.8,cellular,no
32,unemployed,unknown,7224.97,cellular,yes
52,self-employed,tertiary,1630.21,unknown,yes
93,management,tertiary,426.22,cellular,no
70,housemaid,secondary,6727.79,cellular,yes
61,blue-collar,tertiary,2904.37,cellular,yes
43,housemaid,secondary,1373.3,unknown,yes
64,admin.,primary,4392.14,unknown,no
51,self-employed,secondary,368.38,cellular,no
67,management,tertiary,801.84,unknown,yes
29,blue-collar,secondary,1929.27,cellular,no
21,technician,secondary,545.82,cellular,yes
65,management,secondary,4377.09,cellular,yes
72,technician,secondary,2899.29,cellular,no
18,services,secondary,736.56,telephone,no
83,technician,secondary,3432.39,unknown,no
47,blue-collar,primary,421.04,cellular,no
20,admin.,secondary,2527.97,cellular,yes
38,services,primary,4303.94,cellular,no
66,technician,secondary,4580.45,telephone,yes
79,management,secondary,1062.5,unknown,no
55,technician,tertiary,474.78,cellular,no
32,technician,tertiary,458.19,unknown,no
69,management,secondary,1316.07,cellular,no
63,blue-collar,tertiary,1447.45,cellular,no
42,technician,secondary,1343.42,unknown,yes
38,technician,tertiary,2223.23,cellular,yes
22,technician,tertiary,2990.94,cellular,no
87,student,secondary,3180.61,cellular,yes
64,management,primary,921.01,cellular,yes
85,management,tertiary,4966.44,cellular,yes
35,technician,secondary,677.26,cellular,yes
38,management,primary,2734.72,cellular,no
40,admin.,primary,472.43,cellular,no
81,admin.,tertiary,1126.5,cellular,yes
84,management,secondary,1192.27,telephone,no
57,management,primary,1461.14,cellular,yes
27,technician,secondary,1269.22,cellular,no
69,blue-collar,secondary,564.44,telephone,no
89,student,secondary,1070.44,cellular,no
92,management,tertiary,3614.84,unknown,yes
78,retired,primary,849.98,cellular,yes
81,self-employed,tertiary,6851.55,unknown,no
22,unemployed,unknown,3515.64,cellular,yes
70,management,secondary,3917.24,telephone,yes
72,blue-collar,secondary,2072.4,cellular,yes
54,technician,tertiary,394.29,unknown,no
73,management,unknown,1389.47,unknown,no
76,technician,tertiary,2837.94,unknown,no
86,technician,secondary,231.77,cellular,no
90,management,secondary,1421.74,cellular,no
76,technician,secondary,1121.21,cellular,yes
19,blue-collar,secondary,920.48,cellular,yes
82,management,secondary,3331.62,unknown,yes
77,management,primary,6553.94,cellular,yes
68,technician,tertiary,2381.83,unknown,yes
47,technician,tertiary,864.54,cellular,no
28,management,secondary,1601.6,cellular,no
93,student,secondary,626.44,cellular,no
56,admin.,tertiary,3488.2,cellular,yes
94,services,primary,3634.73,cellular,no
89,entrepreneur,tertiary,1457.04,cellular,no
80,admin.,primary,2142.14,cellular,no
81,entrepreneur,primary,1193.03,telephone,no
78,management,secondary,1306.47,cellular,no
71,management,secondary,1926.03,unknown,no
90,services,tertiary,2925.45,unknown,no
75,services,secondary,1785.84,cellular,no
73,services,secondary,6093.14,telephone,yes
51,entrepreneur,secondary,3466.23,telephone,yes
48,blue-collar,secondary,2623.57,cellular,yes
69,blue-collar,primary,2931.19,cellular,no
93,blue-collar,secondary,2272.99,unknown,yes
18,technician,secondary,2449.02,cellular,yes
72,retired,tertiary,1604.93,unknown,yes
39,management,tertiary,1209.52,cellular,no
57,blue-collar,tertiary,5975.6,cellular,yes
18,services,primary,322.97,cellular,no
82,retired,tertiary,521.13,cellular,no
80,entrepreneur,tertiary,3337.29,unknown,no
71,management,secondary,1289.8,cellular,yes
59,admin.,secondary,2215.57,cellular,yes
38,management,tertiary,2360.83,cellular,yes
39,services,primary,3138.36,cellular,yes
55,blue-collar,unknown,2751.14,unknown,yes
25,self-employed,tertiary,5163.3,cellular,yes
79,management,tertiary,819.91,telephone,no
64,management,secondary,3290.48,cellular,yes
34,blue-collar,secondary,996.86,cellular,yes
34,admin.,secondary,704.75,telephone,no
30,technician,secondary,1068.38,cellular,no
34,housemaid,secondary,366.5,cellular,yes
55,blue-collar,secondary,928.13,cellular,no
62,admin.,tertiary,4824.03,cellular,yes
23,technician,tertiary,3052.64,cellular,yes
52,blue-collar,tertiary,3534.04,cellular,yes
31,blue-collar,secondary,1361.41,unknown,yes
89,unemployed,secondary,6873.66,unknown,yes
78,services,unknown,3585.39,cellular,no
32,self-employed,secondary,479.41,cellular,no
71,management,primary,1642.51,unknown,yes
44,blue-collar,secondary,2841.26,cellular,yes
30,management,tertiary,2793.73,cellular,no
48,technician,secondary,4199.53,cellular,yes
52,self-employed,secondary,1747.39,cellular,no
77,technician,secondary,1148.59,cellular,yes
23,technician,tertiary,2178.51,unknown,yes
86,blue-collar,secondary,3437.5,cellular,yes
75,retired,tertiary,2054.11,telephone,no
66,unemployed,secondary,3412.2,cellular,yes
40,management,secondary,2028.17,unknown,no
51,management,primary,421.11,cellular,yes
43,unknown,primary,5264.21,unknown,no
64,admin.,tertiary,5234.68,unknown,yes
22,unemployed,secondary,646.13,cellular,yes
37,technician,secondary,2898.93,cellular,yes
23,unemployed,unknown,1483.35,cellular,no
87,technician,secondary,2349.24,unknown,no
76,management,primary,956.09,unknown,yes
81,entrepreneur,secondary,354.05,cellular,no
35,management,unknown,1128.13,cellular,no
21,blue-collar,secondary,873.99,cellular,no
34,blue-collar,secondary,878.49,cellular,no
31,blue-collar,tertiary,2677.03,cellular,yes
30,unknown,unknown,3450.51,cellular,no
24,management,unknown,1321.06,cellular,no
61,technician,tertiary,1976.67,unknown,yes
32,admin.,tertiary,1931.93,cellular,no
36,technician,tertiary,4985.06,cellular,yes
80,technician,tertiary,1162.89,cellular,yes
52,management,primary,1822.8,telephone,yes
52,technician,secondary,4024.6,unknown,yes
36,admin.,tertiary,4147.3,cellular,no
37,admin.,tertiary,2769.47,unknown,yes
52,unemployed,tertiary,2153.2,unknown,yes
49,management,primary,3804.08,telephone,no
65,services,secondary,3291.93,unknown,no
61,housemaid,secondary,4934.73,cellular,yes
41,admin.,secondary,1052.84,cellular,yes
78,student,secondary,3178.26,unknown,yes
34,retired,secondary,2269.13,telephone,yes
88,technician,primary,2344.28,cellular,no
67,blue-collar,tertiary,470.48,cellular,no
82,blue-collar,primary,1847.93,cellular,no
49,management,secondary,1366.17,cellular,yes
53,entrepreneur,primary,2926.07,cellular,no
30,technician,tertiary,3740.22,cellular,yes
87,technician,secondary,1189.34,telephone,yes
75,admin.,tertiary,517.66,unknown,no
31,technician,unknown,2850.57,unknown,yes
54,technician,secondary,4312.61,cellular,yes
85,housemaid,tertiary,2216.95,unknown,yes
57,admin.,primary,2402.49,cellular,no
76,management,secondary,4531.95,cellular,yes
33,management,tertiary,2624.78,telephone,yes
79,housemaid,secondary,2279.68,cellular,yes
21,student,secondary,4230.91,cellular,yes
62,blue-collar,tertiary,3322.14,telephone,no
45,student,secondary,743.46,telephone,no
83,blue-collar,tertiary,885.01,unknown,yes
48,self-employed,secondary,595.42,cellular,no
20,blue-collar,secondary,4808.9,cellular,yes
25,admin.,tertiary,2467.62,cellular,yes
41,management,secondary,3555.53,cellular,yes
32,retired,secondary,145.09,telephone,yes
60,services,primary,290.75,telephone,no
48,technician,primary,3277.29,unknown,yes
90,management,primary,1527.68,cellular,no
62,self-employed,tertiary,1443.06,unknown,no
83,admin.,primary,320.17,unknown,yes
25,blue-collar,primary,1557.97,cellular,yes
88,blue-collar,secondary,3838.48,cellular,yes
74,self-employed,secondary,1232.65,unknown,yes
47,self-employed,secondary,3310.37,cellular,no
91,blue-collar,secondary,594.91,telephone,no
35,management,primary,507.21,cellular,no
86,technician,tertiary,1534.3,cellular,yes
56,management,tertiary,4655.59,telephone,yes
77,blue-collar,secondary,733.45,telephone,no
60,housemaid,secondary,1936.24,unknown,no
62,blue-collar,secondary,1265.99,unknown,no
40,technician,unknown,4074.49,telephone,yes
86,management,secondary,1311.38,unknown,yes
23,services,primary,4309.27,cellular,no
73,admin.,secondary,711.4,unknown,yes
21,technician,tertiary,1929.26,cellular,yes
40,admin.,tertiary,5168.41,cellular,no
23,unemployed,primary,682.8,unknown,yes
49,technician,secondary,1839.71,unknown,yes
35,services,secondary,1873.26,unknown,yes
32,self-employed,secondary,589.02,cellular,no
57,management,primary,4316.79,cellular,yes
90,admin.,secondary,1762.51,cellular,no
91,services,secondary,3963.46,cellular,yes
23,admin.,tertiary,1915.18,cellular,no
80,admin.,tertiary,4000.3,unknown,no
84,admin.,primary,445.72,cellular,no
28,management,primary,934.4,cellular,no
60,technician,tertiary,1884.74,unknown,yes
34,services,primary,1833.13,telephone,yes
21,entrepreneur,tertiary,461.73,cellular,no
80,management,secondary,1313.64,cellular,no
85,housemaid,primary,2717.41,cellular,no
58,management,tertiary,5405.21,unknown,yes
22,management,secondary,877.43,unknown,yes
49,blue-collar,tertiary,2705.14,cellular,no
87,admin.,secondary,4451.5,unknown,yes
52,admin.,secondary,983.29,cellular,yes
39,blue-collar,tertiary,645.54,cellular,yes
82,management,primary,10945.03,unknown,yes
39,blue-collar,tertiary,2660.6,unknown,yes
28,housemaid,secondary,6329.98,unknown,no
94,management,unknown,1164.73,telephone,no
20,management,secondary,936.0,unknown,no
26,management,secondary,714.62,cellular,no
77,student,secondary,6273.16,cellular,no
93,unemployed,secondary,1340.49,unknown,yes
31,housemaid,secondary,293.07,cellular,no
35,technician,tertiary,1240.56,cellular,no
90,blue-collar,primary,2898.4,cellular,yes
40,technician,unknown,568.79,telephone,no
91,technician,primary,1866.41,cellular,no
64,self-employed,secondary,2283.56,cellular,yes
86,admin.,tertiary,927.97,telephone,no
64,self-employed,primary,88.89,cellular,no
47,technician,secondary,1816.58,cellular,yes
42,blue-collar,tertiary,1297.52,unknown,yes
45,technician,secondary,448.03,cellular,no
42,services,secondary,1975.83,unknown,no
91,technician,tertiary,973.1,cellular,yes
75,management,tertiary,527.39,cellular,no
58,services,tertiary,1520.04,unknown,no
42,blue-collar,secondary,297.67,cellular,yes
65,admin.,tertiary,569.93,cellular,no
27,admin.,primary,1770.38,unknown,no
92,admin.,unknown,2085.45,cellular,no
28,management,secondary,6796.65,cellular,yes
38,blue-collar,secondary,1077.76,telephone,no
62,entrepreneur,tertiary,1239.06,cellular,no
24,technician,secondary,3781.2,cellular,yes
81,management,secondary,590.49,cellular,no
81,blue-collar,secondary,3045.48,cellular,yes
19,services,primary,3379.61,cellular,yes
93,management,tertiary,1596.04,cellular,yes
59,management,secondary,3841.35,cellular,yes
71,technician,secondary,553.46,cellular,no
92,admin.,tertiary,2520.92,cellular,yes
33,technician,secondary,3917.83,cellular,no
35,retired,tertiary,1023.39,unknown,no
76,admin.,secondary,1451.75,cellular,no
33,technician,secondary,371.81,unknown,no
23,services,secondary,364.13,cellular,no
74,admin.,tertiary,212.6,telephone,no
64,technician,tertiary,1188.68,telephone,no
65,housemaid,secondary,7273.62,unknown,yes
59,admin.,secondary,3163.46,cellular,no
93,blue-collar,secondary,2719.39,telephone,yes
77,management,tertiary,2989.8,telephone,no
94,blue-collar,secondary,1728.91,cellular,yes
21,management,secondary,966.7,cellular,no
19,technician,tertiary,409.54,cellular,no
76,unemployed,tertiary,2211.83,cellular,yes
44,management,secondary,416.31,cellular,no
44,blue-collar,secondary,1133.21,cellular,no
89,management,primary,2985.5,cellular,no
24,student,primary,423.13,cellular,no
80,blue-collar,secondary,462.21,unknown,yes
63,self-employed,primary,1304.56,cellular,yes
80,management,tertiary,1848.66,cellular,yes
29,management,unknown,566.95,unknown,yes
30,blue-collar,secondary,1313.42,cellular,no
60,entrepreneur,tertiary,2066.94,cellular,yes
34,self-employed,tertiary,2519.58,cellular,yes
80,services,secondary,690.82,cellular,no
53,blue-collar,tertiary,6023.57,unknown,no
25,technician,secondary,1364.68,cellular,yes
86,management,secondary,2111.38,cellular,no
53,technician,secondary,1951.86,cellular,no
45,services,primary,1172.41,unknown,no
64,self-employed,tertiary,724.96,unknown,no
93,technician,tertiary,1339.07,cellular,no
47,retired,tertiary,5189.2,cellular,yes
40,management,secondary,2697.53,cellular,yes
33,technician,secondary,1806.03,unknown,yes
31,services,tertiary,78.76,cellular,no
91,management,unknown,693.66,unknown,yes
88,technician,secondary,408.9,telephone,no
69,blue-collar,secondary,3672.11,telephone,no
54,student,secondary,4396.06,unknown,yes
46,technician,secondary,5704.91,cellular,yes
84,technician,secondary,1946.77,cellular,no
32,management,tertiary,2570.23,cellular,no
64,blue-collar,secondary,1338.75,cellular,no
63,services,secondary,522.9,cellular,no
69,admin.,tertiary,1328.07,cellular,yes
36,management,unknown,1172.58,cellular,no
94,self-employed,secondary,1004.76,unknown,no
38,management,tertiary,783.95,cellular,no
81,management,secondary,4699.94,cellular,yes
54,self-employed,primary,3983.36,cellular,no
44,blue-collar,tertiary,329.17,unknown,no
72,blue-collar,primary,2143.66,unknown,yes
46,management,secondary,5997.39,cellular,no
37,student,tertiary,1963.47,cellular,yes
42,blue-collar,tertiary,2706.51,cellular,yes
87,housemaid,secondary,397.93,unknown,no
80,blue-collar,secondary,5116.54,cellular,no
53,blue-collar,tertiary,1048.87,unknown,yes
19,services,tertiary,1757.37,unknown,no
39,services,secondary,3414.75,unknown,no
33,blue-collar,tertiary,490.62,unknown,yes
35,services,secondary,2533.53,unknown,yes
86,management,secondary,10174.0,cellular,no
71,technician,tertiary,1815.91,cellular,no
47,blue-collar,secondary,1662.1,cellular,yes
62,admin.,secondary,3206.22,cellular,no
36,blue-collar,secondary,2591.23,telephone,yes
51,retired,tertiary,4401.65,unknown,yes
30,technician,secondary,1538.5,cellular,no
60,management,unknown,1205.45,cellular,yes
79,services,secondary,1165.31,cellular,yes
39,services,tertiary,1121.99,cellular,yes
69,services,secondary,1069.84,cellular,yes
69,admin.,tertiary,86.89,cellular,no
53,student,tertiary,893.25,cellular,no
90,admin.,secondary,385.18,cellular,no
36,blue-collar,secondary,3962.03,unknown,yes
55,management,secondary,3217.54,unknown,yes
87,retired,secondary,1300.36,cellular,no
74,services,secondary,5095.91,cellular,yes
37,blue-collar,tertiary,1768.7,cellular,yes
26,blue-collar,tertiary,2497.42,cellular,yes
49,blue-collar,secondary,3857.7,cellular,yes
21,admin.,secondary,2367.75,cellular,no
67,blue-collar,secondary,2848.04,cellular,yes
22,technician,secondary,2206.4,cellular,yes
37,admin.,tertiary,2229.04,cellular,no
92,management,tertiary,1297.18,cellular,no
54,management,secondary,1178.63,unknown,yes
39,management,secondary,4309.31,cellular,yes
75,blue-collar,primary,4383.72,cellular,yes
85,services,secondary,1214.94,cellular,no
61,services,secondary,1352.79,cellular,yes
51,admin.,tertiary,897.37,cellular,yes
94,blue-collar,tertiary,824.5,cellular,yes
59,management,secondary,248.94,cellular,no
26,services,primary,2266.3,unknown,yes
24,blue-collar,secondary,555.75,cellular,no
85,management,tertiary,2473.59,cellular,yes
36,management,secondary,645.61,cellular,no
48,management,tertiary,2142.09,unknown,no
52,retired,primary,2666.7,cellular,no
74,blue-collar,secondary,1446.08,cellular,yes
78,services,tertiary,2051.54,cellular,yes
48,technician,primary,3103.57,cellular,no
70,technician,secondary,3767.92,cellular,yes
49,retired,tertiary,820.44,unknown,no
83,entrepreneur,primary,2127.25,unknown,no
76,management,tertiary,856.62,cellular,no
27,technician,secondary,1616.25,unknown,no
19,blue-collar,secondary,7601.03,telephone,no
83,unemployed,secondary,1969.32,cellular,yes
77,entrepreneur,secondary,4388.95,cellular,yes
34,retired,tertiary,2057.91,unknown,yes
33,entrepreneur,secondary,1569.46,unknown,yes
33,admin.,secondary,2221.31,cellular,yes
63,admin.,secondary,2394.2,unknown,no
56,admin.,secondary,273.87,cellular,no
48,blue-collar,tertiary,1553.07,cellular,no
18,admin.,tertiary,2776.88,cellular,yes
28,management,secondary,1192.82,cellular,no
21,management,secondary,556.8,cellular,yes
88,services,secondary,908.01,cellular,yes
43,entrepreneur,secondary,1870.59,cellular,no
67,technician,secondary,3544.82,cellular,no
29,services,tertiary,1717.66,cellular,yes
92,blue-collar,secondary,1364.77,cellular,no
82,admin.,primary,5722.94,cellular,yes
64,blue-collar,secondary,1387.78,cellular,yes
70,blue-collar,secondary,1018.48,cellular,no
88,self-employed,tertiary,1914.16,cellular,no
19,entrepreneur,tertiary,6417.21,unknown,no
41,services,tertiary,6495.7,cellular,yes
21,management,primary,1036.02,cellular,yes
36,admin.,secondary,1471.6,unknown,no
43,technician,primary,155.19,cellular,no
92,admin.,secondary,884.6,unknown,no
57,services,primary,500.81,cellular,no
67,entrepreneur,secondary,4157.26,cellular,yes
60,services,secondary,1870.26,cellular,no
92,management,tertiary,4360.69,unknown,yes
84,management,secondary,4421.92,cellular,yes
29,management,secondary,2295.98,cellular,yes
84,self-employed,secondary,1531.79,cellular,yes
44,services,tertiary,1020.14,telephone,no
71,retired,primary,1798.21,cellular,yes
83,management,tertiary,7522.02,cellular,no
66,admin.,primary,2441.25,cellular,yes
33,management,tertiary,4422.02,cellular,yes
19,blue-collar,secondary,858.04,cellular,no
77,admin.,secondary,553.09,unknown,no
71,admin.,tertiary,2048.64,cellular,yes
47,technician,secondary,2850.05,cellular,no
55,blue-collar,secondary,420.52,telephone,no
45,blue-collar,secondary,5137.0,unknown,no
42,management,tertiary,1350.64,unknown,yes
27,management,secondary,2097.78,cellular,yes
77,entrepreneur,primary,1812.48,cellular,no
59,blue-collar,tertiary,351.97,cellular,no
57,blue-collar,tertiary,1271.16,unknown,yes
94,blue-collar,unknown,4008.5,unknown,yes
59,retired,secondary,1294.67,cellular,no
64,management,tertiary,2203.36,unknown,yes
54,entrepreneur,primary,2319.56,cellular,yes
39,unknown,tertiary,236.57,cellular,no
74,admin.,tertiary,780.41,unknown,no
44,admin.,secondary,3477.56,cellular,yes
58,self-employed,tertiary,2210.95,cellular,no
51,technician,secondary,1745.99,unknown,yes
49,entrepreneur,unknown,2456.37,cellular,no
83,management,primary,358.68,cellular,no
29,admin.,primary,888.65,unknown,yes
57,admin.,tertiary,819.01,cellular,yes
90,technician,secondary,4095.28,cellular,yes
93,technician,secondary,5574.44,telephone,yes
90,management,primary,432.44,cellular,yes
27,blue-collar,secondary,194.23,cellular,no
65,student,secondary,2462.77,cellular,yes
37,management,tertiary,4511.42,unknown,yes
56,management,secondary,2466.49,telephone,no
77,management,tertiary,1489.96,cellular,yes
83,management,secondary,1428.23,cellular,no
82,management,tertiary,4011.52,unknown,yes
68,admin.,primary,591.24,unknown,no
53,admin.,secondary,1401.26,cellular,yes
41,admin.,secondary,790.88,cellular,no
44,admin.,secondary,768.82,cellular,no
19,blue-collar,unknown,7833.29,unknown,yes
48,technician,secondary,4048.68,telephone,no
74,housemaid,secondary,1154.78,cellular,no
83,unknown,tertiary,473.68,cellular,no
46,student,secondary,1953.58,cellular,no
32,self-employed,unknown,492.36,telephone,yes
29,technician,primary,315.82,cellular,no
45,management,tertiary,942.11,unknown,no
41,technician,tertiary,1997.13,unknown,yes
38,blue-collar,secondary,407.24,unknown,no
27,entrepreneur,tertiary,1798.48,cellular,yes
35,unemployed,tertiary,313.54,cellular,no
31,management,secondary,3656.06,unknown,no
51,blue-collar,secondary,3971.73,cellular,no
75,admin.,primary,2236.98,cellular,no
93,admin.,secondary,1180.98,cellular,no
39,blue-collar,tertiary,721.98,cellular,no
87,management,secondary,4911.07,telephone,yes
53,student,secondary,4254.31,cellular,no
62,admin.,primary,398.47,unknown,no
53,unemployed,secondary,1161.1,cellular,no
39,management,tertiary,734.11,cellular,no
78,blue-collar,secondary,754.91,unknown,no
73,blue-collar,secondary,1010.7,unknown,no
50,housemaid,primary,4968.01,cellular,yes
62,services,tertiary,1111.94,cellular,yes
53,self-employed,primary,1181.28,cellular,no
37,technician,primary,4682.66,cellular,no
35,admin.,primary,1310.09,telephone,no
55,management,primary,3352.07,cellular,no
84,blue-collar,secondary,2453.46,cellular,yes
40,management,primary,4887.12,cellular,no
33,blue-collar,secondary,353.37,cellular,no
76,blue-collar,secondary,5945.01,cellular,no
86,technician,secondary,483.5,cellular,no
85,self-employed,secondary,974.81,cellular,no
38,admin.,tertiary,1562.06,unknown,yes
87,housemaid,secondary,1080.46,cellular,no
29,services,secondary,627.83,cellular,no
33,management,secondary,7763.76,unknown,yes
31,management,secondary,1865.8,cellular,yes
78,technician,tertiary,1928.94,telephone,yes
88,services,secondary,470.34,cellular,no
63,technician,secondary,2719.11,cellular,no
49,technician,secondary,2138.57,cellular,yes
32,technician,secondary,6080.73,telephone,yes
61,management,tertiary,1054.42,cellular,no
34,blue-collar,secondary,667.99,cellular,yes
58,management,secondary,1403.5,unknown,yes
71,housemaid,secondary,4562.73,unknown,yes
61,retired,secondary,1888.63,telephone,no
22,blue-collar,unknown,2480.32,cellular,yes
44,blue-collar,secondary,488.3,unknown,yes
60,management,primary,1486.27,cellular,no
48,blue-collar,tertiary,6921.17,cellular,yes
34,admin.,secondary,307.49,cellular,no
71,unemployed,unknown,1133.62,unknown,yes
79,blue-collar,tertiary,1933.36,cellular,no
49,technician,tertiary,1674.14,unknown,yes
57,blue-collar,secondary,1752.25,cellular,no
30,admin.,tertiary,4150.3,cellular,yes
52,technician,secondary,6485.96,cellular,no
22,admin.,secondary,3511.3,cellular,no
90,blue-collar,primary,1955.53,cellular,no
46,blue-collar,primary,1925.85,cellular,yes
87,blue-collar,secondary,603.86,telephone,no
42,admin.,tertiary,3285.24,telephone,no
39,management,tertiary,3228.14,cellular,yes
83,blue-collar,secondary,4124.34,cellular,yes
62,technician,secondary,1305.61,cellular,no
86,retired,secondary,1147.27,cellular,yes
89,admin.,tertiary,1898.97,cellular,yes
18,technician,primary,290.34,unknown,no
61,management,secondary,2428.9,unknown,no
92,blue-collar,tertiary,2767.31,cellular,yes
56,technician,tertiary,658.42,unknown,yes
71,technician,tertiary,2159.12,cellular,yes
92,technician,secondary,3423.51,cellular,no
46,technician,tertiary,2210.69,unknown,yes
71,technician,primary,1699.37,cellular,yes
33,management,secondary,849.9,cellular,no
37,blue-collar,secondary,3371.69,telephone,no
63,management,primary,1048.2,unknown,no
84,blue-collar,secondary,3040.09,cellular,no
82,blue-collar,primary,3586.27,cellular,yes
75,technician,secondary,2605.26,unknown,no
70,admin.,secondary,7050.46,cellular,no
18,entrepreneur,secondary,2142.56,cellular,no
83,admin.,secondary,327.16,unknown,no
46,technician,secondary,619.92,cellular,no
87,admin.,tertiary,183.97,unknown,no
25,retired,secondary,391.7,cellular,no
46,management,primary,1142.14,unknown,yes
68,student,tertiary,1174.79,unknown,no
50,entrepreneur,secondary,1399.5,telephone,yes
20,management,secondary,3437.1,cellular,yes
77,management,tertiary,3702.73,cellular,no
52,services,secondary,2346.84,cellular,no
86,technician,secondary,5577.12,unknown,yes
93,technician,primary,849.89,cellular,no
37,technician,secondary,1347.66,cellular,no
90,admin.,secondary,1035.32,cellular,yes
56,technician,tertiary,1357.19,cellular,yes
21,services,tertiary,1635.67,unknown,yes
36,self-employed,secondary,2663.11,unknown,yes
62,management,primary,541.42,cellular,no
60,student,tertiary,2870.35,unknown,yes
30,management,tertiary,2570.08,unknown,no
30,management,secondary,1580.43,cellular,no
77,services,unknown,742.53,cellular,no
74,technician,secondary,1070.03,unknown,no
69,technician,tertiary,2235.58,cellular,yes
70,self-employed,secondary,5153.95,telephone,yes
60,student,tertiary,4467.38,cellular,yes
89,admin.,secondary,1453.99,unknown,yes
89,technician,secondary,2314.7,unknown,yes
59,management,primary,1484.74,unknown,no
43,technician,secondary,702.22,cellular,no
40,services,secondary,5016.84,unknown,yes
60,technician,tertiary,3621.86,cellular,yes
94,management,tertiary,671.56,unknown,no
45,technician,secondary,25.01,unknown,no
26,services,secondary,5425.78,cellular,yes
37,admin.,unknown,4160.53,unknown,yes
73,management,tertiary,1998.33,cellular,yes
56,student,secondary,1709.68,unknown,yes
68,services,primary,328.24,unknown,no
29,entrepreneur,tertiary,1954.31,cellular,no
72,unemployed,secondary,941.68,cellular,no
28,self-employed,secondary,571.44,cellular,no
43,blue-collar,secondary,356.17,cellular,yes
59,blue-collar,primary,4096.56,cellular,yes
44,unemployed,secondary,2164.21,cellular,no
28,admin.,secondary,3823.37,cellular,yes
55,management,primary,2791.59,cellular,yes
60,student,secondary,3854.85,unknown,yes
36,blue-collar,tertiary,910.55,cellular,no
81,self-employed,secondary,3725.92,cellular,yes
23,blue-collar,tertiary,2951.29,cellular,yes
63,entrepreneur,secondary,1507.46,telephone,yes
59,blue-collar,secondary,916.04,cellular,yes
82,blue-collar,tertiary,3473.16,unknown,yes
89,management,tertiary,3234.23,cellular,yes
76,unknown,tertiary,2065.31,cellular,yes
69,blue-collar,tertiary,553.9,cellular,no
64,unemployed,tertiary,572.78,cellular,no
24,blue-collar,tertiary,1222.72,cellular,no
28,services,tertiary,2683.34,cellular,no
78,admin.,tertiary,563.28,cellular,no
85,self-employed,tertiary,1275.9,unknown,no
42,management,tertiary,450.74,cellular,no
29,services,secondary,1082.01,cellular,no
43,technician,secondary,419.97,cellular,no
29,blue-collar,secondary,1095.48,unknown,yes
60,unemployed,primary,2146.29,cellular,yes
68,blue-collar,tertiary,2483.29,cellular,yes
54,retired,tertiary,2057.38,unknown,no
63,services,secondary,1387.37,cellular,yes
